地方コード,沿線コード,駅コード,沿線,新沿線,駅名,新駅名,Temp,Temp2,沿線CD,駅CD,沿線名,駅名,都道府県名,地方名
8,830,60,とさでん交通桟橋線,とさ桟橋線,桟橋通二丁目,桟橋通二丁,,,7570,82695,とさでん交通桟橋線,桟橋通二丁目,高知県,四国
8,830,70,とさでん交通桟橋線,とさ桟橋線,桟橋通三丁目,桟橋通三丁,,,7570,82685,とさでん交通桟橋線,桟橋通三丁目,高知県,四国
8,830,80,とさでん交通桟橋線,とさ桟橋線,桟橋通四丁目,桟橋通四丁,,,7570,82690,とさでん交通桟橋線,桟橋通四丁目,高知県,四国
8,830,90,とさでん交通桟橋線,とさ桟橋線,桟橋車庫前,桟橋車庫前,,,7570,82670,とさでん交通桟橋線,桟橋車庫前,高知県,四国
8,830,100,とさでん交通桟橋線,とさ桟橋線,桟橋通五丁目,桟橋通五丁,,,7570,82680,とさでん交通桟橋線,桟橋通五丁目,高知県,四国
8,831,10,とさでん交通伊野線,とさ伊野線,はりまや橋,はりまや橋,8,28,7560,82025,とさでん交通伊野線,はりまや橋,高知県,四国
8,831,20,とさでん交通伊野線,とさ伊野線,堀詰,堀詰,,,7560,83490,とさでん交通伊野線,堀詰,高知県,四国
8,831,30,とさでん交通伊野線,とさ伊野線,大橋通,大橋通,,,7560,83000,とさでん交通伊野線,大橋通,高知県,四国
8,831,40,とさでん交通伊野線,とさ伊野線,高知城前,高知城前,,,7560,82600,とさでん交通伊野線,高知城前,高知県,四国
8,831,50,とさでん交通伊野線,とさ伊野線,県庁前,県庁前,,,7560,82460,とさでん交通伊野線,県庁前,高知県,四国
8,831,60,とさでん交通伊野線,とさ伊野線,グランド通,グランド通,,,7560,82010,とさでん交通伊野線,グランド通,高知県,四国
8,831,70,とさでん交通伊野線,とさ伊野線,枡形,枡形,,,7560,83610,とさでん交通伊野線,枡形,高知県,四国
8,831,80,とさでん交通伊野線,とさ伊野線,上町一丁目,上町一丁目,,,7560,82805,とさでん交通伊野線,上町一丁目,高知県,四国
8,831,90,とさでん交通伊野線,とさ伊野線,上町二丁目,上町二丁目,,,7560,82820,とさでん交通伊野線,上町二丁目,高知県,四国
8,831,100,とさでん交通伊野線,とさ伊野線,上町四丁目,上町四丁目,,,7560,82815,とさでん交通伊野線,上町四丁目,高知県,四国
8,831,110,とさでん交通伊野線,とさ伊野線,上町五丁目,上町五丁目,,,7560,82810,とさでん交通伊野線,上町五丁目,高知県,四国
8,831,120,とさでん交通伊野線,とさ伊野線,旭町一丁目,旭町一丁目,,,7560,82145,とさでん交通伊野線,旭町一丁目,高知県,四国
8,831,130,とさでん交通伊野線,とさ伊野線,旭駅前通,旭駅前通,,,7560,82140,とさでん交通伊野線,旭駅前通,高知県,四国
8,831,140,とさでん交通伊野線,とさ伊野線,旭町三丁目,旭町三丁目,,,7560,82150,とさでん交通伊野線,旭町三丁目,高知県,四国
8,831,150,とさでん交通伊野線,とさ伊野線,蛍橋,蛍橋,,,7560,82435,とさでん交通伊野線,蛍橋,高知県,四国
8,831,160,とさでん交通伊野線,とさ伊野線,鏡川橋,鏡川橋,,,7560,82395,とさでん交通伊野線,鏡川橋,高知県,四国
8,831,170,とさでん交通伊野線,とさ伊野線,鴨部,鴨部,,,7560,82340,とさでん交通伊野線,鴨部,高知県,四国
8,831,180,とさでん交通伊野線,とさ伊野線,曙町東町,曙町東町,,,7560,82765,とさでん交通伊野線,曙町東町,高知県,四国
8,831,190,とさでん交通伊野線,とさ伊野線,曙町,曙町,,,7560,82760,とさでん交通伊野線,曙町,高知県,四国
8,831,200,とさでん交通伊野線,とさ伊野線,朝倉,朝倉,,,7560,83100,とさでん交通伊野線,朝倉,高知県,四国
8,831,210,とさでん交通伊野線,とさ伊野線,朝倉駅前,朝倉駅前,8,18,7560,83105,とさでん交通伊野線,朝倉駅前,高知県,四国
8,831,220,とさでん交通伊野線,とさ伊野線,朝倉神社前,朝倉神社前,,,7560,83110,とさでん交通伊野線,朝倉神社前,高知県,四国
8,831,230,とさでん交通伊野線,とさ伊野線,宮の奥,宮の奥,,,7560,82370,とさでん交通伊野線,宮の奥,高知県,四国
8,831,240,とさでん交通伊野線,とさ伊野線,咥内,咥内,,,7560,83605,とさでん交通伊野線,咥内,高知県,四国
8,831,250,とさでん交通伊野線,とさ伊野線,宇治団地前,宇治団地前,,,7560,82220,とさでん交通伊野線,宇治団地前,高知県,四国
8,831,260,とさでん交通伊野線,とさ伊野線,八代通,八代通,,,7560,83335,とさでん交通伊野線,八代通,高知県,四国
8,831,270,とさでん交通伊野線,とさ伊野線,中山,中山,,,7560,83075,とさでん交通伊野線,中山,高知県,四国
8,831,280,とさでん交通伊野線,とさ伊野線,枝川,枝川,,,7560,82705,とさでん交通伊野線,枝川,高知県,四国
8,831,290,とさでん交通伊野線,とさ伊野線,伊野商業前,伊野商業前,,,7560,82200,とさでん交通伊野線,伊野商業前,高知県,四国
8,831,295,とさでん交通伊野線,とさ伊野線,北内,北内,,,7560,83485,とさでん交通伊野線,北内,高知県,四国
8,831,300,とさでん交通伊野線,とさ伊野線,北山,北山,,,7560,83465,とさでん交通伊野線,北山,高知県,四国
8,831,310,とさでん交通伊野線,とさ伊野線,鳴谷,鳴谷,,,7560,83510,とさでん交通伊野線,鳴谷,高知県,四国
8,831,320,とさでん交通伊野線,とさ伊野線,伊野駅前,伊野駅前,8,19,7560,82195,とさでん交通伊野線,伊野駅前,高知県,四国
8,831,330,とさでん交通伊野線,とさ伊野線,伊野,伊野,,,7560,82190,とさでん交通伊野線,伊野,高知県,四国
8,832,10,とさでん交通後免線,とさ後免線,はりまや橋,はりまや橋,8,28,7565,82025,とさでん交通後免線,はりまや橋,高知県,四国
8,832,20,とさでん交通後免線,とさ後免線,デンテツターミナル,デンテツタ,,,7565,82015,とさでん交通後免線,デンテツターミナル,高知県,四国
8,832,30,とさでん交通後免線,とさ後免線,菜園場町,菜園場町,,,7565,82635,とさでん交通後免線,菜園場町,高知県,四国
8,832,50,とさでん交通後免線,とさ後免線,宝永町,宝永町,,,7565,83445,とさでん交通後免線,宝永町,高知県,四国
8,832,60,とさでん交通後免線,とさ後免線,知寄町一丁目,知寄町一丁,,,7565,83035,とさでん交通後免線,知寄町一丁目,高知県,四国
8,832,70,とさでん交通後免線,とさ後免線,知寄町二丁目,知寄町二丁,,,7565,83045,とさでん交通後免線,知寄町二丁目,高知県,四国
8,832,80,とさでん交通後免線,とさ後免線,知寄町,知寄町,,,7565,83030,とさでん交通後免線,知寄町,高知県,四国
8,832,90,とさでん交通後免線,とさ後免線,知寄町三丁目,知寄町三丁,,,7565,83040,とさでん交通後免線,知寄町三丁目,高知県,四国
8,832,100,とさでん交通後免線,とさ後免線,葛島橋東詰,葛島橋東詰,,,7565,82330,とさでん交通後免線,葛島東詰,高知県,四国
8,832,110,とさでん交通後免線,とさ後免線,西高須,西高須,,,7565,82885,とさでん交通後免線,西高須,高知県,四国
8,832,115,とさでん交通後免線,とさ後免線,県立美術館通,県立美術館,,,7565,82465,とさでん交通後免線,県立美術館通,高知県,四国
8,832,120,とさでん交通後免線,とさ後免線,高須,高須,,,7565,82575,とさでん交通後免線,高須,高知県,四国
8,832,130,とさでん交通後免線,とさ後免線,文珠通,文珠通,,,7565,83425,とさでん交通後免線,文珠通,高知県,四国
8,832,140,とさでん交通後免線,とさ後免線,介良通,介良通,,,7565,82300,とさでん交通後免線,介良通,高知県,四国
8,832,150,とさでん交通後免線,とさ後免線,新木,新木,,,7565,82850,とさでん交通後免線,新木,高知県,四国
8,832,160,とさでん交通後免線,とさ後免線,東新木,東新木,,,7565,83260,とさでん交通後免線,東新木,高知県,四国
8,832,170,とさでん交通後免線,とさ後免線,田辺島通,田辺島通,,,7565,83145,とさでん交通後免線,田辺島通,高知県,四国
8,832,180,とさでん交通後免線,とさ後免線,鹿児,鹿児,,,7565,82715,とさでん交通後免線,鹿児,高知県,四国
8,832,190,とさでん交通後免線,とさ後免線,舟戸,舟戸,,,7565,82740,とさでん交通後免線,舟戸,高知県,四国
8,832,200,とさでん交通後免線,とさ後免線,北浦,北浦,,,7565,83455,とさでん交通後免線,北浦,高知県,四国
8,832,210,とさでん交通後免線,とさ後免線,領石通,領石通,,,7565,83575,とさでん交通後免線,領石通,高知県,四国
8,832,215,とさでん交通後免線,とさ後免線,清和学園前,清和学園前,,,7565,82870,とさでん交通後免線,清和学園前,高知県,四国
8,832,220,とさでん交通後免線,とさ後免線,一条橋,一条橋,,,7565,82215,とさでん交通後免線,一条橋,高知県,四国
8,832,230,とさでん交通後免線,とさ後免線,明見橋,明見橋,,,7565,83505,とさでん交通後免線,明見橋,高知県,四国
8,832,240,とさでん交通後免線,とさ後免線,長崎,長崎,,,7565,83115,とさでん交通後免線,長崎,高知県,四国
8,832,250,とさでん交通後免線,とさ後免線,小篭通,小篭通,,,7565,82790,とさでん交通後免線,小篭通,高知県,四国
8,832,260,とさでん交通後免線,とさ後免線,篠原,篠原,,,7565,82730,とさでん交通後免線,篠原,高知県,四国
8,832,270,とさでん交通後免線,とさ後免線,住吉通,住吉通,,,7565,82745,とさでん交通後免線,住吉通,高知県,四国
8,832,280,とさでん交通後免線,とさ後免線,東工業前,東工業前,,,7565,83250,とさでん交通後免線,東工業前,高知県,四国
8,832,290,とさでん交通後免線,とさ後免線,後免西町,後免西町,,,7565,82490,とさでん交通後免線,後免西町,高知県,四国
8,832,300,とさでん交通後免線,とさ後免線,後免中町,後免中町,,,7565,82495,とさでん交通後免線,後免中町,高知県,四国
8,832,310,とさでん交通後免線,とさ後免線,後免東町,後免東町,,,7565,82510,とさでん交通後免線,後免東町,高知県,四国
8,832,320,とさでん交通後免線,とさ後免線,後免町,後免町,,,7565,82505,とさでん交通後免線,後免町,高知県,四国
8,833,6,阿佐海岸阿佐東線,阿佐東線,阿波海南,阿波海南,8,36,#N/A,#N/A,#N/A,#N/A,徳島県,四国
8,833,10,阿佐海岸阿佐東線,阿佐東線,海部,海部,,,7515,82310,阿佐海岸鉄道阿佐東線,海部,徳島県,四国
8,833,20,阿佐海岸阿佐東線,阿佐東線,宍喰,宍喰,,,7515,82720,阿佐海岸鉄道阿佐東線,宍喰,徳島県,四国
8,833,30,阿佐海岸阿佐東線,阿佐東線,甲浦,甲浦,,,7515,82560,阿佐海岸鉄道阿佐東線,甲浦,高知県,四国
8,834,210,土佐くろしおなはり,後免なはり,後免,後免,8,35,7555,82485,土佐くろしお鉄道阿佐線,後免,高知県,四国
8,834,220,土佐くろしおなはり,後免なはり,後免町,後免町,,,7555,82500,土佐くろしお鉄道阿佐線,後免町,高知県,四国
8,834,230,土佐くろしおなはり,後免なはり,立田,立田,,,7555,83565,土佐くろしお鉄道阿佐線,立田,高知県,四国
8,834,240,土佐くろしおなはり,後免なはり,のいち,のいち,,,7555,82020,土佐くろしお鉄道阿佐線,のいち,高知県,四国
8,834,250,土佐くろしおなはり,後免なはり,よしかわ,よしかわ,,,7555,82045,土佐くろしお鉄道阿佐線,よしかわ,高知県,四国
8,834,260,土佐くろしおなはり,後免なはり,あかおか,あかおか,,,7555,82000,土佐くろしお鉄道阿佐線,あかおか,高知県,四国
8,834,270,土佐くろしおなはり,後免なはり,香我美,香我美,,,7555,82565,土佐くろしお鉄道阿佐線,香我美,高知県,四国
8,834,280,土佐くろしおなはり,後免なはり,夜須,夜須,,,7555,83525,土佐くろしお鉄道阿佐線,夜須,高知県,四国
8,834,290,土佐くろしおなはり,後免なはり,西分,西分,,,7555,82910,土佐くろしお鉄道阿佐線,西分,高知県,四国
8,834,300,土佐くろしおなはり,後免なはり,和食,和食,,,7555,83595,土佐くろしお鉄道阿佐線,和食,高知県,四国
8,834,310,土佐くろしおなはり,後免なはり,赤野,赤野,,,7555,82935,土佐くろしお鉄道阿佐線,赤野,高知県,四国
8,834,320,土佐くろしおなはり,後免なはり,穴内,穴内,,,7555,82450,土佐くろしお鉄道阿佐線,穴内,高知県,四国
8,834,330,土佐くろしおなはり,後免なはり,球場前,球場前,,,7555,82375,土佐くろしお鉄道阿佐線,球場前,高知県,四国
8,834,335,土佐くろしおなはり,後免なはり,あき総合病院前,あき病院前,,,#N/A,#N/A,#N/A,#N/A,高知県,四国
8,834,340,土佐くろしおなはり,後免なはり,安芸,安芸,,,7555,82165,土佐くろしお鉄道阿佐線,安芸,高知県,四国
8,834,350,土佐くろしおなはり,後免なはり,伊尾木,伊尾木,,,7555,82180,土佐くろしお鉄道阿佐線,伊尾木,高知県,四国
8,834,360,土佐くろしおなはり,後免なはり,下山,下山,,,7555,82275,土佐くろしお鉄道阿佐線,下山,高知県,四国
8,834,370,土佐くろしおなはり,後免なはり,唐浜,唐浜,,,7555,83240,土佐くろしお鉄道阿佐線,唐浜,高知県,四国
8,834,380,土佐くろしおなはり,後免なはり,安田,安田,,,7555,82170,土佐くろしお鉄道阿佐線,安田,高知県,四国
8,834,390,土佐くろしおなはり,後免なはり,田野,田野,,,7555,83150,土佐くろしお鉄道阿佐線,田野,高知県,四国
8,834,400,土佐くろしおなはり,後免なはり,奈半利,奈半利,,,7555,83275,土佐くろしお鉄道阿佐線,奈半利,高知県,四国
9,31,200,九州新幹線,九州新幹線,博多,博多,9,2,7155,30190,九州新幹線,博多,福岡県,九州
9,31,210,九州新幹線,九州新幹線,新鳥栖,新鳥栖,9,95,7155,26145,九州新幹線,新鳥栖,佐賀県,九州
9,31,220,九州新幹線,九州新幹線,久留米,久留米,9,12,7155,13090,九州新幹線,久留米,福岡県,九州
9,31,230,九州新幹線,九州新幹線,筑後船小屋,筑後船小屋,9,96,7155,34450,九州新幹線,筑後船小屋,福岡県,九州
9,31,240,九州新幹線,九州新幹線,新大牟田,新大牟田,,,7155,34455,九州新幹線,新大牟田,福岡県,九州
9,31,250,九州新幹線,九州新幹線,新玉名,新玉名,,,7155,34465,九州新幹線,新玉名,熊本県,九州
9,31,260,九州新幹線,九州新幹線,熊本,熊本,9,16,7155,76285,九州新幹線,熊本,熊本県,九州
9,31,270,九州新幹線,九州新幹線,新八代,新八代,9,89,7155,76320,九州新幹線,新八代,熊本県,九州
9,31,280,九州新幹線,九州新幹線,新水俣,新水俣,9,90,7155,79750,九州新幹線,新水俣,熊本県,九州
9,31,290,九州新幹線,九州新幹線,出水,出水,9,91,7155,79770,九州新幹線,出水,鹿児島県,九州
9,31,300,九州新幹線,九州新幹線,川内,川内,9,92,7155,76330,九州新幹線,川内,鹿児島県,九州
9,31,310,九州新幹線,九州新幹線,鹿児島中央,鹿児島中央,9,21,7155,76380,九州新幹線,鹿児島中央,鹿児島県,九州
9,611,650,山陽本線,山陽線,下関,下関,6,94,6015,52680,ＪＲ山陽本線,下関,山口県,中国
9,611,655,山陽本線,山陽線,門司,門司,9,3,6015,52685,ＪＲ山陽本線,門司,福岡県,九州
9,901,5,鹿児島本線,鹿児島線,門司港,門司港,9,94,7020,39180,ＪＲ鹿児島本線,門司港,福岡県,九州
9,901,7,鹿児島本線,鹿児島線,小森江,小森江,,,7020,15440,ＪＲ鹿児島本線,小森江,福岡県,九州
9,901,10,鹿児島本線,鹿児島線,門司,門司,9,3,7020,39170,ＪＲ鹿児島本線,門司,福岡県,九州
9,901,15,鹿児島本線,鹿児島線,小倉,小倉,9,1,7020,14700,ＪＲ鹿児島本線,小倉,福岡県,九州
9,901,17,鹿児島本線,鹿児島線,西小倉,西小倉,9,81,7020,28750,ＪＲ鹿児島本線,西小倉,福岡県,九州
9,901,20,鹿児島本線,鹿児島線,九州工大前,九州工大前,,,7020,11880,ＪＲ鹿児島本線,九州工大前,福岡県,九州
9,901,25,鹿児島本線,鹿児島線,戸畑,戸畑,,,7020,26290,ＪＲ鹿児島本線,戸畑,福岡県,九州
9,901,30,鹿児島本線,鹿児島線,枝光,枝光,,,7020,4890,ＪＲ鹿児島本線,枝光,福岡県,九州
9,901,32,鹿児島本線,鹿児島線,スペースワールド,スペースＷ,,,7020,76205,ＪＲ鹿児島本線,スペースワールド,福岡県,九州
9,901,35,鹿児島本線,鹿児島線,八幡,八幡,,,7020,40150,ＪＲ鹿児島本線,八幡,福岡県,九州
9,901,40,鹿児島本線,鹿児島線,黒崎,黒崎,9,5,7020,13170,ＪＲ鹿児島本線,黒崎,福岡県,九州
9,901,43,鹿児島本線,鹿児島線,陣原,陣原,,,7020,76210,ＪＲ鹿児島本線,陣原,福岡県,九州
9,901,45,鹿児島本線,鹿児島線,折尾,折尾,9,6,7020,7300,ＪＲ鹿児島本線,折尾,福岡県,九州
9,901,50,鹿児島本線,鹿児島線,水巻,水巻,,,7020,36810,ＪＲ鹿児島本線,水巻,福岡県,九州
9,901,55,鹿児島本線,鹿児島線,遠賀川,遠賀川,,,7020,7390,ＪＲ鹿児島本線,遠賀川,福岡県,九州
9,901,60,鹿児島本線,鹿児島線,海老津,海老津,,,7020,5080,ＪＲ鹿児島本線,海老津,福岡県,九州
9,901,63,鹿児島本線,鹿児島線,教育大前,教育大前,,,7020,11910,ＪＲ鹿児島本線,教育大前,福岡県,九州
9,901,65,鹿児島本線,鹿児島線,赤間,赤間,,,7020,420,ＪＲ鹿児島本線,赤間,福岡県,九州
9,901,70,鹿児島本線,鹿児島線,東郷,東郷,,,7020,25640,ＪＲ鹿児島本線,東郷,福岡県,九州
9,901,75,鹿児島本線,鹿児島線,東福間,東福間,,,7020,32290,ＪＲ鹿児島本線,東福間,福岡県,九州
9,901,80,鹿児島本線,鹿児島線,福間,福間,,,7020,33730,ＪＲ鹿児島本線,福間,福岡県,九州
9,901,82,鹿児島本線,鹿児島線,千鳥,千鳥,,,7020,24150,ＪＲ鹿児島本線,千鳥,福岡県,九州
9,901,85,鹿児島本線,鹿児島線,古賀,古賀,,,7020,14510,ＪＲ鹿児島本線,古賀,福岡県,九州
9,901,87,鹿児島本線,鹿児島線,ししぶ,ししぶ,,,7020,42610,ＪＲ鹿児島本線,ししぶ,福岡県,九州
9,901,88,鹿児島本線,鹿児島線,新宮中央,新宮中央,,,7020,42620,ＪＲ鹿児島本線,新宮中央,福岡県,九州
9,901,90,鹿児島本線,鹿児島線,福工大前,福工大前,,,7020,23900,ＪＲ鹿児島本線,福工大前,福岡県,九州
9,901,92,鹿児島本線,鹿児島線,九産大前,九産大前,,,7020,11870,ＪＲ鹿児島本線,九産大前,福岡県,九州
9,901,95,鹿児島本線,鹿児島線,香椎,香椎,9,7,7020,7850,ＪＲ鹿児島本線,香椎,福岡県,九州
9,901,97,鹿児島本線,鹿児島線,千早,千早,9,88,7020,76215,ＪＲ鹿児島本線,千早,福岡県,九州
9,901,100,鹿児島本線,鹿児島線,箱崎,箱崎,,,7020,30350,ＪＲ鹿児島本線,箱崎,福岡県,九州
9,901,105,鹿児島本線,鹿児島線,吉塚,吉塚,9,8,7020,41000,ＪＲ鹿児島本線,吉塚,福岡県,九州
9,901,110,鹿児島本線,鹿児島線,博多,博多,9,2,7020,30190,ＪＲ鹿児島本線,博多,福岡県,九州
9,901,115,鹿児島本線,鹿児島線,竹下,竹下,,,7020,22880,ＪＲ鹿児島本線,竹下,福岡県,九州
9,901,118,鹿児島本線,鹿児島線,笹原,笹原,,,7020,16300,ＪＲ鹿児島本線,笹原,福岡県,九州
9,901,120,鹿児島本線,鹿児島線,南福岡,南福岡,,,7020,37750,ＪＲ鹿児島本線,南福岡,福岡県,九州
9,901,122,鹿児島本線,鹿児島線,春日,春日,,,7020,8040,ＪＲ鹿児島本線,春日,福岡県,九州
9,901,125,鹿児島本線,鹿児島線,大野城,大野城,,,7020,6150,ＪＲ鹿児島本線,大野城,福岡県,九州
9,901,130,鹿児島本線,鹿児島線,水城,水城,,,7020,36740,ＪＲ鹿児島本線,水城,福岡県,九州
9,901,132,鹿児島本線,鹿児島線,都府楼南,都府楼南,,,7020,26330,ＪＲ鹿児島本線,都府楼南,福岡県,九州
9,901,135,鹿児島本線,鹿児島線,二日市,二日市,,,7020,34370,ＪＲ鹿児島本線,二日市,福岡県,九州
9,901,137,鹿児島本線,鹿児島線,天拝山,天拝山,,,7020,25470,ＪＲ鹿児島本線,天拝山,福岡県,九州
9,901,140,鹿児島本線,鹿児島線,原田,原田,9,9,7020,31370,ＪＲ鹿児島本線,原田,福岡県,九州
9,901,143,鹿児島本線,鹿児島線,けやき台,けやき台,,,7020,13800,ＪＲ鹿児島本線,けやき台,佐賀県,九州
9,901,145,鹿児島本線,鹿児島線,基山,基山,9,10,7020,11850,ＪＲ鹿児島本線,基山,佐賀県,九州
9,901,147,鹿児島本線,鹿児島線,弥生が丘,弥生が丘,,,7020,76220,ＪＲ鹿児島本線,弥生が丘,佐賀県,九州
9,901,150,鹿児島本線,鹿児島線,田代,田代,,,7020,23040,ＪＲ鹿児島本線,田代,佐賀県,九州
9,901,155,鹿児島本線,鹿児島線,鳥栖,鳥栖,9,11,7020,26140,ＪＲ鹿児島本線,鳥栖,佐賀県,九州
9,901,160,鹿児島本線,鹿児島線,肥前旭,肥前旭,,,7020,32730,ＪＲ鹿児島本線,肥前旭,佐賀県,九州
9,901,165,鹿児島本線,鹿児島線,久留米,久留米,9,12,7020,13090,ＪＲ鹿児島本線,久留米,福岡県,九州
9,901,170,鹿児島本線,鹿児島線,荒木,荒木,,,7020,1520,ＪＲ鹿児島本線,荒木,福岡県,九州
9,901,175,鹿児島本線,鹿児島線,西牟田,西牟田,,,7020,29430,ＪＲ鹿児島本線,西牟田,福岡県,九州
9,901,180,鹿児島本線,鹿児島線,羽犬塚,羽犬塚,,,7020,30160,ＪＲ鹿児島本線,羽犬塚,福岡県,九州
9,901,185,鹿児島本線,鹿児島線,筑後船小屋,筑後船小屋,9,96,7020,34450,ＪＲ鹿児島本線,筑後船小屋,福岡県,九州
9,901,190,鹿児島本線,鹿児島線,瀬高,瀬高,,,7020,21200,ＪＲ鹿児島本線,瀬高,福岡県,九州
9,901,195,鹿児島本線,鹿児島線,南瀬高,南瀬高,,,7020,37580,ＪＲ鹿児島本線,南瀬高,福岡県,九州
9,901,200,鹿児島本線,鹿児島線,渡瀬,渡瀬,,,7020,41770,ＪＲ鹿児島本線,渡瀬,福岡県,九州
9,901,203,鹿児島本線,鹿児島線,吉野,吉野,,,7020,41030,ＪＲ鹿児島本線,吉野,福岡県,九州
9,901,205,鹿児島本線,鹿児島線,銀水,銀水,,,7020,12230,ＪＲ鹿児島本線,銀水,福岡県,九州
9,901,210,鹿児島本線,鹿児島線,大牟田,大牟田,9,14,7020,6340,ＪＲ鹿児島本線,大牟田,福岡県,九州
9,901,215,鹿児島本線,鹿児島線,荒尾,荒尾,,,7020,76225,ＪＲ鹿児島本線,荒尾,熊本県,九州
9,901,220,鹿児島本線,鹿児島線,南荒尾,南荒尾,,,7020,76230,ＪＲ鹿児島本線,南荒尾,熊本県,九州
9,901,225,鹿児島本線,鹿児島線,長洲,長洲,,,7020,76235,ＪＲ鹿児島本線,長洲,熊本県,九州
9,901,230,鹿児島本線,鹿児島線,大野下,大野下,,,7020,76240,ＪＲ鹿児島本線,大野下,熊本県,九州
9,901,235,鹿児島本線,鹿児島線,玉名,玉名,,,7020,76245,ＪＲ鹿児島本線,玉名,熊本県,九州
9,901,240,鹿児島本線,鹿児島線,肥後伊倉,肥後伊倉,,,7020,76250,ＪＲ鹿児島本線,肥後伊倉,熊本県,九州
9,901,245,鹿児島本線,鹿児島線,木葉,木葉,,,7020,76255,ＪＲ鹿児島本線,木葉,熊本県,九州
9,901,250,鹿児島本線,鹿児島線,田原坂,田原坂,,,7020,76260,ＪＲ鹿児島本線,田原坂,熊本県,九州
9,901,255,鹿児島本線,鹿児島線,植木,植木,,,7020,76265,ＪＲ鹿児島本線,植木,熊本県,九州
9,901,260,鹿児島本線,鹿児島線,西里,西里,,,7020,76270,ＪＲ鹿児島本線,西里,熊本県,九州
9,901,263,鹿児島本線,鹿児島線,崇城大学前,崇城大学前,,,7020,76275,ＪＲ鹿児島本線,崇城大学前,熊本県,九州
9,901,265,鹿児島本線,鹿児島線,上熊本,上熊本,9,15,7020,76280,ＪＲ鹿児島本線,上熊本,熊本県,九州
9,901,270,鹿児島本線,鹿児島線,熊本,熊本,9,16,7020,76285,ＪＲ鹿児島本線,熊本,熊本県,九州
9,901,273,鹿児島本線,鹿児島線,西熊本,西熊本,9,99,7020,84030,ＪＲ鹿児島本線,西熊本,熊本県,九州
9,901,275,鹿児島本線,鹿児島線,川尻,川尻,9,83,7020,76290,ＪＲ鹿児島本線,川尻,熊本県,九州
9,901,278,鹿児島本線,鹿児島線,富合,富合,9,97,7020,76293,ＪＲ鹿児島本線,富合,熊本県,九州
9,901,280,鹿児島本線,鹿児島線,宇土,宇土,9,17,7020,76295,ＪＲ鹿児島本線,宇土,熊本県,九州
9,901,285,鹿児島本線,鹿児島線,松橋,松橋,,,7020,76300,ＪＲ鹿児島本線,松橋,熊本県,九州
9,901,290,鹿児島本線,鹿児島線,小川,小川,,,7020,76305,ＪＲ鹿児島本線,小川,熊本県,九州
9,901,295,鹿児島本線,鹿児島線,有佐,有佐,,,7020,76310,ＪＲ鹿児島本線,有佐,熊本県,九州
9,901,300,鹿児島本線,鹿児島線,千丁,千丁,,,7020,76315,ＪＲ鹿児島本線,千丁,熊本県,九州
9,901,302,鹿児島本線,鹿児島線,新八代,新八代,9,89,7020,76320,ＪＲ鹿児島本線,新八代,熊本県,九州
9,901,305,鹿児島本線,鹿児島線,八代,八代,9,18,7020,76325,ＪＲ鹿児島本線,八代,熊本県,九州
9,901,430,鹿児島本線,鹿児島線,川内,川内,9,92,7020,76330,ＪＲ鹿児島本線,川内,鹿児島県,九州
9,901,435,鹿児島本線,鹿児島線,隈之城,隈之城,,,7020,76335,ＪＲ鹿児島本線,隈之城,鹿児島県,九州
9,901,440,鹿児島本線,鹿児島線,木場茶屋,木場茶屋,,,7020,76340,ＪＲ鹿児島本線,木場茶屋,鹿児島県,九州
9,901,445,鹿児島本線,鹿児島線,串木野,串木野,,,7020,76345,ＪＲ鹿児島本線,串木野,鹿児島県,九州
9,901,447,鹿児島本線,鹿児島線,神村学園前,神村学園前,,,7020,76347,ＪＲ鹿児島本線,神村学園前,鹿児島県,九州
9,901,450,鹿児島本線,鹿児島線,市来,市来,,,7020,76350,ＪＲ鹿児島本線,市来,鹿児島県,九州
9,901,455,鹿児島本線,鹿児島線,湯之元,湯之元,,,7020,76355,ＪＲ鹿児島本線,湯之元,鹿児島県,九州
9,901,460,鹿児島本線,鹿児島線,東市来,東市来,,,7020,76360,ＪＲ鹿児島本線,東市来,鹿児島県,九州
9,901,465,鹿児島本線,鹿児島線,伊集院,伊集院,,,7020,76365,ＪＲ鹿児島本線,伊集院,鹿児島県,九州
9,901,470,鹿児島本線,鹿児島線,薩摩松元,薩摩松元,,,7020,76370,ＪＲ鹿児島本線,薩摩松元,鹿児島県,九州
9,901,480,鹿児島本線,鹿児島線,上伊集院,上伊集院,,,7020,76375,ＪＲ鹿児島本線,上伊集院,鹿児島県,九州
9,901,483,鹿児島本線,鹿児島線,広木,広木,,,7020,42710,ＪＲ鹿児島本線,広木,鹿児島県,九州
9,901,485,鹿児島本線,鹿児島線,鹿児島中央,鹿児島中央,9,21,7020,76380,ＪＲ鹿児島本線,鹿児島中央,鹿児島県,九州
9,901,490,鹿児島本線,鹿児島線,鹿児島,鹿児島,9,22,7020,76385,ＪＲ鹿児島本線,鹿児島,鹿児島県,九州
9,902,10,香椎線,香椎線,西戸崎,西戸崎,,,7015,15640,ＪＲ香椎線,西戸崎,福岡県,九州
9,902,20,香椎線,香椎線,海ノ中道,海ノ中道,,,7015,4580,ＪＲ香椎線,海ノ中道,福岡県,九州
9,902,30,香椎線,香椎線,雁ノ巣,雁ノ巣,,,7015,10330,ＪＲ香椎線,雁ノ巣,福岡県,九州
